Function,CPU Time: Total,CPU Time: Self,Module,Function (Full),Source File,Start Address
facebook::velox::FlatVector<long>::copyValuesAndNulls,0.639975,0.599976,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<long>::copyValuesAndNulls(facebook::velox::BaseVector const*, facebook::velox::SelectivityVector const&, int const*)",FlatVector-inl.h,0x1e0bad0
facebook::velox::FlatVector<int>::~FlatVector,0.0740014,0.00799961,libBOSSVeloxEngine.so,facebook::velox::FlatVector<int>::~FlatVector(void),FlatVector.h,0x1dec040
facebook::velox::FlatVector<int>::valueAt,0.483914,0.483914,libBOSSVeloxEngine.so,facebook::velox::FlatVector<int>::valueAt(int) const,FlatVector-inl.h,0x1ded910
facebook::velox::FlatVector<int>::slice,0.0999959,0,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<int>::slice(int, int) const",FlatVector-inl.h,0x1decdb0
facebook::velox::FlatVector<int>::prepareForReuse,0.00799922,0,libBOSSVeloxEngine.so,facebook::velox::FlatVector<int>::prepareForReuse(void),FlatVector-inl.h,0x1ded490
facebook::velox::FlatVector<int>::FlatVector,0.0600003,0.0519998,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<int>::FlatVector(facebook::velox::memory::MemoryPool*, std::shared_ptr<facebook::velox::Type const> const&, boost::intrusive_ptr<facebook::velox::Buffer>, unsigned long, boost::intrusive_ptr<facebook::velox::Buffer>, std::vector<boost::intrusive_ptr<facebook::velox::Buffer>, std::allocator<boost::intrusive_ptr<facebook::velox::Buffer>>>&&, facebook::velox::SimpleVectorStats<int> const&, std::optional<int>, std::optional<int>, std::optional<bool>, std::optional<int>, std::optional<int>)",FlatVector.h,0x1deb800
facebook::velox::FlatVector<double>::~FlatVector,0.148007,0.0320066,libBOSSVeloxEngine.so,facebook::velox::FlatVector<double>::~FlatVector(void),FlatVector.h,0x1e21d70
facebook::velox::FlatVector<double>::slice,0.127999,0.0120001,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<double>::slice(int, int) const",FlatVector-inl.h,0x1e22a90
facebook::velox::FlatVector<double>::resizeValues,0.0799969,0,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<double>::resizeValues(int, std::optional<double> const&)",FlatVector-inl.h,0x1e26110
facebook::velox::FlatVector<double>::resize,0.0799969,0,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<double>::resize(int, bool)",FlatVector-inl.h,0x1e225e0
facebook::velox::FlatVector<double>::prepareForReuse,0.0159996,0,libBOSSVeloxEngine.so,facebook::velox::FlatVector<double>::prepareForReuse(void),FlatVector-inl.h,0x1e232f0
facebook::velox::FlatVector<double>::isWritable,0.00799961,0,libBOSSVeloxEngine.so,facebook::velox::FlatVector<double>::isWritable(void) const,FlatVector.h,0x1e23210
facebook::velox::FlatVector<double>::FlatVector,0.0759986,0.0200001,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<double>::FlatVector(facebook::velox::memory::MemoryPool*, std::shared_ptr<facebook::velox::Type const> const&, boost::intrusive_ptr<facebook::velox::Buffer>, unsigned long, boost::intrusive_ptr<facebook::velox::Buffer>, std::vector<boost::intrusive_ptr<facebook::velox::Buffer>, std::allocator<boost::intrusive_ptr<facebook::velox::Buffer>>>&&, facebook::velox::SimpleVectorStats<double> const&, std::optional<int>, std::optional<int>, std::optional<bool>, std::optional<int>, std::optional<int>)",FlatVector.h,0x1e21520
facebook::velox::FlatVector<bool>::~FlatVector,0.0239989,0,libBOSSVeloxEngine.so,facebook::velox::FlatVector<bool>::~FlatVector(void),FlatVector.h,0x1dd6880
facebook::velox::FlatVector<bool>::set,0.255988,0.255988,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<bool>::set(int, bool)",FlatVector.cpp,0x4545e70
facebook::velox::FlatVector<bool>::FlatVector,0.0199987,0.0199987,libBOSSVeloxEngine.so,"facebook::velox::FlatVector<bool>::FlatVector(facebook::velox::memory::MemoryPool*, std::shared_ptr<facebook::velox::Type const> const&, boost::intrusive_ptr<facebook::velox::Buffer>, unsigned long, boost::intrusive_ptr<facebook::velox::Buffer>, std::vector<boost::intrusive_ptr<facebook::velox::Buffer>, std::allocator<boost::intrusive_ptr<facebook::velox::Buffer>>>&&, facebook::velox::SimpleVectorStats<bool> const&, std::optional<int>, std::optional<int>, std::optional<bool>, std::optional<int>, std::optional<int>)",FlatVector.h,0x1dd6000
facebook::velox::exec::wrapChild,0.255985,0.107996,libBOSSVeloxEngine.so,"facebook::velox::exec::wrapChild(int, boost::intrusive_ptr<facebook::velox::Buffer>, std::shared_ptr<facebook::velox::BaseVector> const&, boost::intrusive_ptr<facebook::velox::Buffer>)",OperatorUtils.cpp,0x4005fc0
"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)4>(facebook::velox::SelectivityVector const&, bool, unsigned long*)::{lambda(int)#3}::operator()",1.57199,1.57199,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)4>(facebook::velox::SelectivityVector const&, bool, unsigned long*)::{lambda(int)#3}::operator()(int) const",VectorHasher.cpp,0x408fef0
facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)4>,1.774,0.0279983,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)4>(facebook::velox::SelectivityVector const&, bool, unsigned long*)",VectorHasher.cpp,0x4088570
"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)3>(facebook::velox::SelectivityVector const&, bool, unsigned long*)::{lambda(int)#3}::operator()",0.621996,0.621996,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)3>(facebook::velox::SelectivityVector const&, bool, unsigned long*)::{lambda(int)#3}::operator()(int) const",VectorHasher.cpp,0x408d600
facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)3>,0.677983,0,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::hashValues<(facebook::velox::TypeKind)3>(facebook::velox::SelectivityVector const&, bool, unsigned long*)",VectorHasher.cpp,0x4087430
facebook::velox::exec::VectorHasher::hash,0.00799973,0.00799973,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::hash(facebook::velox::SelectivityVector const&, bool, facebook::velox::raw_vector<unsigned long>&)",VectorHasher.cpp,0x4067360
facebook::velox::exec::VectorHasher::decode,0.00801035,0.00801035,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::decode(facebook::velox::BaseVector const&, facebook::velox::SelectivityVector const&)",VectorHasher.h,0x1eaa6f0
facebook::velox::exec::VectorHasher::cardinality,0.0199963,0.0199963,libBOSSVeloxEngine.so,"facebook::velox::exec::VectorHasher::cardinality(int, unsigned long&, unsigned long&)",VectorHasher.cpp,0x40691f0
facebook::velox::exec::TopN::addInput,0.0299989,0,libBOSSVeloxEngine.so,facebook::velox::exec::TopN::addInput(std::shared_ptr<facebook::velox::RowVector>),TopN.cpp,0x41082a0
facebook::velox::exec::test::SingleThreadedTaskCursor::moveNext,6.81977,0.0159982,libBOSSVeloxEngine.so,facebook::velox::exec::test::SingleThreadedTaskCursor::moveNext(void),Cursor.cpp,0x1e6eb40
facebook::velox::exec::test::SingleThreadedTaskCursor::hasNext,6.80377,0,libBOSSVeloxEngine.so,facebook::velox::exec::test::SingleThreadedTaskCursor::hasNext(void),Cursor.cpp,0x1e6ecb0
facebook::velox::exec::test::PlanBuilder::~PlanBuilder,0.216001,0,libBOSSVeloxEngine.so,facebook::velox::exec::test::PlanBuilder::~PlanBuilder(void),PlanBuilder.h,0x1db9440
facebook::velox::exec::test::PlanBuilder::projectExpressions,0.01,0,libBOSSVeloxEngine.so,"facebook::velox::exec::test::PlanBuilder::projectExpressions(std::vector<std::shared_ptr<facebook::velox::core::IExpr const>, std::allocator<std::shared_ptr<facebook::velox::core::IExpr const>>> const&)",PlanBuilder.cpp,0x1e41a30
facebook::velox::exec::test::PlanBuilder::project,0.01,0,libBOSSVeloxEngine.so,"facebook::velox::exec::test::PlanBuilder::project(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>> const&)",PlanBuilder.cpp,0x1e417d0
facebook::velox::exec::test::PlanBuilder::inferTypes,0.01,0,libBOSSVeloxEngine.so,facebook::velox::exec::test::PlanBuilder::inferTypes(std::shared_ptr<facebook::velox::core::IExpr const> const&),PlanBuilder.cpp,0x1e41f10
facebook::velox::exec::test::PlanBuilder::filter,0.00796677,0,libBOSSVeloxEngine.so,"facebook::velox::exec::test::PlanBuilder::filter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)",PlanBuilder.cpp,0x1e42200
facebook::velox::exec::test::(anonymous namespace)::parseExpr,0.00796677,0,libBOSSVeloxEngine.so,"facebook::velox::exec::test::(anonymous namespace)::parseExpr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::shared_ptr<facebook::velox::RowType const> const&, facebook::velox::parse::ParseOptions const&, facebook::velox::memory::MemoryPool*)",PlanBuilder.cpp,0x1e40750
facebook::velox::exec::Task::shouldStop,0.0119989,0.0119989,libBOSSVeloxEngine.so,facebook::velox::exec::Task::shouldStop(void),Task.cpp,0x4047e10
facebook::velox::exec::Task::next,6.72378,0.00799997,libBOSSVeloxEngine.so,facebook::velox::exec::Task::next(folly::SemiFuture<folly::Unit>*),Task.cpp,0x403a040
facebook::velox::exec::Task::isRunning,0.00799916,0.00799916,libBOSSVeloxEngine.so,facebook::velox::exec::Task::isRunning(void) const,Task.cpp,0x403cef0
facebook::velox::exec::Task::getSplitOrFuture,0.00799949,0.00799949,libBOSSVeloxEngine.so,"facebook::velox::exec::Task::getSplitOrFuture(unsigned int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, facebook::velox::exec::Split&, folly::SemiFuture<folly::Unit>&, int, std::function<void (std::shared_ptr<facebook::velox::connector::ConnectorSplit>)>)",Task.cpp,0x4042250
facebook::velox::exec::Task::enter,0.103995,0.0799959,libBOSSVeloxEngine.so,"facebook::velox::exec::Task::enter(facebook::velox::exec::ThreadState&, unsigned long)",Task.cpp,0x4047540
facebook::velox::exec::TableScan::isBlocked,0.0080002,0.0080002,libBOSSVeloxEngine.so,facebook::velox::exec::TableScan::isBlocked(folly::SemiFuture<folly::Unit>*),TableScan.h,0x41043b0
facebook::velox::exec::TableScan::getOutput,1.02199,0.171991,libBOSSVeloxEngine.so,facebook::velox::exec::TableScan::getOutput(void),TableScan.cpp,0x41004a0
facebook::velox::exec::SortBuffer::getOutput,0.01,0,libBOSSVeloxEngine.so,facebook::velox::exec::SortBuffer::getOutput(unsigned int),SortBuffer.cpp,0x401bfe0
facebook::velox::exec::SimpleFunctionRegistry::registerFunctionInternal,0.01,0.01,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionRegistry::registerFunctionInternal(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::shared_ptr<facebook::velox::core::ISimpleFunctionMetadata const> const&, std::function<std::unique_ptr<facebook::velox::exec::SimpleFunctionAdapterFactory, std::default_delete<facebook::velox::exec::SimpleFunctionAdapterFactory>> (void)> const&)",SimpleFunctionRegistry.cpp,0x41bbbd0
"facebook::velox::exec::SimpleFunctionRegistry::registerFunction<facebook::velox::exec::SimpleFunctionAdapterFactoryImpl<facebook::velox::core::UDFHolder<facebook::velox::functions::StrRPosFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, long, facebook::velox::ConstantChecker<facebook::velox::Varchar, facebook::velox::Varchar>, facebook::velox::Varchar, facebook::velox::Varchar>>>",0.01,0,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionRegistry::registerFunction<facebook::velox::exec::SimpleFunctionAdapterFactoryImpl<facebook::velox::core::UDFHolder<facebook::velox::functions::StrRPosFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, long, facebook::velox::ConstantChecker<facebook::velox::Varchar, facebook::velox::Varchar>, facebook::velox::Varchar, facebook::velox::Varchar>>>(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>> const&)",SimpleFunctionRegistry.h,0x31ea730
"facebook::velox::exec::SimpleFunctionRegistry::registerFunction<facebook::velox::exec::SimpleFunctionAdapterFactoryImpl<facebook::velox::core::UDFHolder<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>>>",0.01,0,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionRegistry::registerFunction<facebook::velox::exec::SimpleFunctionAdapterFactoryImpl<facebook::velox::core::UDFHolder<facebook::velox::functions::CheckedPlusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, signed char, facebook::velox::ConstantChecker<signed char, signed char>, signed char, signed char>>>(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>> const&)",SimpleFunctionRegistry.h,0x2cb10f0
"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::PlusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply",0.0880092,0.0760106,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::PlusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply(facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&) const",SimpleFunctionAdapter.h,0x280c4b0
"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MultiplyFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply",0.299994,0.152004,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MultiplyFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply(facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&) const",SimpleFunctionAdapter.h,0x281f890
"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MixedMultiplyFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, long>, double, long>>::apply",0.0999997,0.0440016,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MixedMultiplyFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, long>, double, long>>::apply(facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&) const",SimpleFunctionAdapter.h,0x2834d90
"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MinusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply",0.344003,0.180014,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::MinusFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply(facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&) const",SimpleFunctionAdapter.h,0x2815e60
"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::DivideFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply",0.0280014,0.0280014,libBOSSVeloxEngine.so,"facebook::velox::exec::SimpleFunctionAdapter<facebook::velox::core::UDFHolder<facebook::velox::functions::(anonymous namespace)::DivideFunction<facebook::velox::exec::VectorExec>, facebook::velox::exec::VectorExec, double, facebook::velox::ConstantChecker<double, double>, double, double>>::apply(facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::shared_ptr<facebook::velox::Type const> const&, facebook::velox::exec::EvalCtx&, std::shared_ptr<facebook::velox::BaseVector>&) const",SimpleFunctionAdapter.h,0x283b330
facebook::velox::exec::ScopedDriverThreadContext::~ScopedDriverThreadContext,0.0240003,0.0240003,libBOSSVeloxEngine.so,facebook::velox::exec::ScopedDriverThreadContext::~ScopedDriverThreadContext(void),Driver.cpp,0x40a46d0
facebook::velox::exec::RowContainer::store,0.516966,0.516966,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::store(facebook::velox::DecodedVector const&, int, char*, int)",RowContainer.cpp,0x400c1e0
facebook::velox::exec::RowContainer::newRow,0.843421,0.639508,libBOSSVeloxEngine.so,facebook::velox::exec::RowContainer::newRow(void),RowContainer.cpp,0x400b440
facebook::velox::exec::RowContainer::listRows<(facebook::velox::exec::RowContainer::ProbeType)0>,0.356009,0.356009,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::listRows<(facebook::velox::exec::RowContainer::ProbeType)0>(facebook::velox::exec::RowContainerIterator*, int, unsigned long, char**)",RowContainer.h,0x4010b30
facebook::velox::exec::RowContainer::hash,0.199782,0.199782,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::hash(int, folly::Range<char**>, bool, unsigned long*)",RowContainer.cpp,0x400df90
"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, long>",0.0839718,0.0759719,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, long>(char const** const, folly::Range<int const*>, int, int, int, unsigned char, int, facebook::velox::FlatVector<long>*)",RowContainer.h,0x4015430
"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, int>",0.186004,0.102005,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, int>(char const** const, folly::Range<int const*>, int, int, int, unsigned char, int, facebook::velox::FlatVector<int>*)",RowContainer.h,0x4013fe0
"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, double>",0.0240005,0.0240005,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractValuesWithNulls<(bool)0, double>(char const** const, folly::Range<int const*>, int, int, int, unsigned char, int, facebook::velox::FlatVector<double>*)",RowContainer.h,0x40168e0
"facebook::velox::exec::RowContainer::extractValuesNoNulls<(bool)0, long>",0.0959964,0.0959964,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractValuesNoNulls<(bool)0, long>(char const** const, folly::Range<int const*>, int, int, int, facebook::velox::FlatVector<long>*)",RowContainer.h,0x4015260
facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)6>,0.0320001,0.00799962,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)6>(char const** const, folly::Range<int const*>, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)",RowContainer.h,0x4012d10
facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)4>,0.179968,0,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)4>(char const** const, folly::Range<int const*>, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)",RowContainer.h,0x4012920
facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)3>,0.198005,0.0120005,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractColumnTyped<(facebook::velox::TypeKind)3>(char const** const, folly::Range<int const*>, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)",RowContainer.h,0x4012530
"facebook::velox::exec::RowContainer::extractColumn(char const** const, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()",0.409973,0,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractColumn(char const** const, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const",RowContainer.h,0x4011dc0
facebook::velox::exec::RowContainer::extractColumn,0.419973,0.01,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::extractColumn(char const** const, int, facebook::velox::exec::RowColumn, int, std::shared_ptr<facebook::velox::BaseVector> const&)",RowContainer.h,0x4010a10
"facebook::velox::exec::RowContainer::equals<(bool)1>(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int)::{lambda()#1}::operator()",0.88793,0.88793,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::equals<(bool)1>(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int)::{lambda()#1}::operator()(void) const",RowContainer.h,0x417d170
"facebook::velox::exec::RowContainer::equals<(bool)0>(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int)::{lambda()#1}::operator()",2.48396,2.48396,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::equals<(bool)0>(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int)::{lambda()#1}::operator()(void) const",RowContainer.h,0x417b3b0
facebook::velox::exec::RowContainer::compare<(facebook::velox::TypeKind)6>,0.0120003,0.0120003,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::compare<(facebook::velox::TypeKind)6>(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int, facebook::velox::CompareFlags)",RowContainer.h,0x4018a60
"facebook::velox::exec::RowContainer::compare(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()",0.00799854,0.00799854,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::compare(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const",RowContainer.h,0x40180a0
"facebook::velox::exec::RowContainer::compare(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()",0.0299989,0.01,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::compare(char const*, facebook::velox::exec::RowColumn, facebook::velox::DecodedVector const&, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()(void) const",RowContainer.h,0x4017f70
"facebook::velox::exec::RowContainer::compare(char const*, char const*, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()",0.724012,0.724012,libBOSSVeloxEngine.so,"facebook::velox::exec::RowContainer::compare(char const*, char const*, int, facebook::velox::CompareFlags)::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const",RowContainer.h,0x40179a0
facebook::velox::exec::RowComparator::operator(),0.0299989,0,libBOSSVeloxEngine.so,"facebook::velox::exec::RowComparator::operator()(std::vector<facebook::velox::DecodedVector, std::allocator<facebook::velox::DecodedVector>> const&, int, char const*)",RowContainer.cpp,0x40102b0
facebook::velox::exec::projectChildren,0.119981,0.0239987,libBOSSVeloxEngine.so,"facebook::velox::exec::projectChildren(std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>>&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>> const&, std::vector<facebook::velox::exec::IdentityProjection, std::allocator<facebook::velox::exec::IdentityProjection>> const&, int, boost::intrusive_ptr<facebook::velox::Buffer> const&)",OperatorUtils.cpp,0x4008220
facebook::velox::exec::processFilterResults,0.555999,0.12799,libBOSSVeloxEngine.so,"facebook::velox::exec::processFilterResults(std::shared_ptr<facebook::velox::BaseVector> const&, facebook::velox::SelectivityVector const&, facebook::velox::exec::FilterEvalCtx&, facebook::velox::memory::MemoryPool*)",OperatorUtils.cpp,0x4005a40
"facebook::velox::exec::ProbeState::fullProbe<(facebook::velox::exec::ProbeState::Operation)1, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(char*int)#2}, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(intlong)#1}, facebook::velox::exec::HashTable<(bool)1>>",1.19601,0.408002,libBOSSVeloxEngine.so,"facebook::velox::exec::ProbeState::fullProbe<(facebook::velox::exec::ProbeState::Operation)1, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(char*int)#2}, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(intlong)#1}, facebook::velox::exec::HashTable<(bool)1>>(facebook::velox::exec::HashTable<(bool)1>&, int, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(char*int)#2}, facebook::velox::exec::HashTable<(bool)1>::buildFullProbe(facebook::velox::exec::ProbeState&, unsigned long, char*, bool, facebook::velox::exec::TableInsertPartitionInfo*)::{lambda(intlong)#1}, long&, bool, facebook::velox::exec::TableInsertPartitionInfo*)",HashTable.cpp,0x416d490
