Function,CPU Time: Total,CPU Time: Self,Module,Function (Full),Source File,Start Address
facebook::velox::AlignedBuffer::reallocate<int>,0.00799439,0,libBOSSVeloxEngine.so,"facebook::velox::AlignedBuffer::reallocate<int>(boost::intrusive_ptr<facebook::velox::Buffer>*, unsigned long, std::optional<int> const&)",Buffer.h,0x1df0570
facebook::velox::AlignedBuffer::allocate<long>,0.0279372,0,libBOSSVeloxEngine.so,"facebook::velox::AlignedBuffer::allocate<long>(unsigned long, facebook::velox::memory::MemoryPool*, std::optional<long> const&)",Buffer.h,0x1e0b730
facebook::velox::AlignedBuffer::allocate<int>,0.00799439,0,libBOSSVeloxEngine.so,"facebook::velox::AlignedBuffer::allocate<int>(unsigned long, facebook::velox::memory::MemoryPool*, std::optional<int> const&)",Buffer.h,0x1df0a50
facebook::velox::AlignedBuffer::allocate<double>,0.00802923,0,libBOSSVeloxEngine.so,"facebook::velox::AlignedBuffer::allocate<double>(unsigned long, facebook::velox::memory::MemoryPool*, std::optional<double> const&)",Buffer.h,0x1e267c0
facebook::velox::aggregate::prestosql::(anonymous namespace)::CountAggregate::addRawInput,0.0119993,0.0119993,libBOSSVeloxEngine.so,"facebook::velox::aggregate::prestosql::(anonymous namespace)::CountAggregate::addRawInput(char**, facebook::velox::SelectivityVector const&, std::vector<std::shared_ptr<facebook::velox::BaseVector>, std::allocator<std::shared_ptr<facebook::velox::BaseVector>>> const&, bool)",CountAggregate.cpp,0x26d7f10
evaluate,21.2796,0,libBOSSRemoteBinaryLoaderEngine.so,evaluate,BOSSRemoteBinaryLoaderEngine.cpp,0x25c90
evaluate,0.382355,0,libBOSSVeloxEngine.so,evaluate,BOSSVeloxEngine.cpp,0x1da9d50
evaluate,23.5317,0,libBOSSWisentDeserialiserEngine.so,evaluate,BOSSWisentDeserialiserEngine.cpp,0x41e10
evaluate,1.09151,0,libBOSSDictionaryEncoderEngine.so,evaluate,BOSSDictionaryEncoderEngine.cpp,0xffd50
evaluate,25.0535,0,libBOSSLazyLoadingCoordinatorEngine.so,evaluate,BOSSLazyLoadingCoordinatorEngine.cpp,0x20d30
enginePtr,0.00800785,0,libBOSSVeloxEngine.so,enginePtr(bool),BOSSVeloxEngine.cpp,0x1da9de0
elf_load_nolibelf_section,0.0620033,0,libdwarf.so,elf_load_nolibelf_section,[Unknown],0x19c50
dwarf_tag,0.0280126,0.0280126,libdwarf.so,dwarf_tag,[Unknown],0x45470
dwarf_siblingof_b,0.00799906,0.00799906,libdwarf.so,dwarf_siblingof_b,[Unknown],0x12e00
dwarf_offdie_b,1.79206,0.0399978,libdwarf.so,dwarf_offdie_b,[Unknown],0x13200
dwarf_object_init_b,1.53,0,libdwarf.so,dwarf_object_init_b,[Unknown],0x2d9a0
dwarf_next_cu_header_d,0.0420022,0,libdwarf.so,dwarf_next_cu_header_d,[Unknown],0x12cb0
dwarf_lowpc,0.375947,0.0759941,libdwarf.so,dwarf_lowpc,[Unknown],0x47c70
dwarf_load_rnglists,0.00903085,0,libdwarf.so,dwarf_load_rnglists,[Unknown],0x49200
dwarf_load_loclists,0.01,0,libdwarf.so,dwarf_load_loclists,[Unknown],0x37fa0
dwarf_init_path_dl,1.55,0,libdwarf.so,dwarf_init_path_dl,[Unknown],0x2c1b0
dwarf_init_path,1.55,0,libdwarf.so,dwarf_init_path,[Unknown],0x2c6b0
dwarf_highpc_b,0.434002,0.0199901,libdwarf.so,dwarf_highpc_b,[Unknown],0x47910
dwarf_global_formref,0.195969,0,libdwarf.so,dwarf_global_formref,[Unknown],0x1c9d0
dwarf_get_form_class,0.0280024,0.0280024,libdwarf.so,dwarf_get_form_class,[Unknown],0x46110
dwarf_formstring,0.671911,0.0799888,libdwarf.so,dwarf_formstring,[Unknown],0x1ec40
dwarf_die_text,4.17288,0.323744,libdwarf.so,dwarf_die_text,[Unknown],0x47200
dwarf_decode_leb128,0.42598,0.42598,libdwarf.so,dwarf_decode_leb128,[Unknown],0x2e240
dwarf_dealloc,1.18794,0.199985,libdwarf.so,dwarf_dealloc,[Unknown],0xbeb0
dwarf_child,1.74405,0.263991,libdwarf.so,dwarf_child,[Unknown],0x12e40
dwarf_attr,3.76569,0.159981,libdwarf.so,dwarf_attr,[Unknown],0x47020
duckdb::TransformStringToLogicalTypeId,0.01,0,libBOSSVeloxEngine.so,"duckdb::TransformStringToLogicalTypeId(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)",types.cpp,0x48c2500
duckdb::Transformer::TransformTypeName,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformTypeName(duckdb_libpgquery::PGTypeName&),transform_typename.cpp,0x4d61190
duckdb::Transformer::TransformTypeCast,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformTypeCast(duckdb_libpgquery::PGTypeCast&),transform_cast.cpp,0x5409bc0
duckdb::Transformer::TransformStatementInternal,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformStatementInternal(duckdb_libpgquery::PGNode&),transformer.cpp,0x476bba0
duckdb::Transformer::TransformStatement,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformStatement(duckdb_libpgquery::PGNode&),transformer.cpp,0x476b990
duckdb::Transformer::TransformSelectInternal,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformSelectInternal(duckdb_libpgquery::PGSelectStmt&),transform_select_node.cpp,0x4d713c0
duckdb::Transformer::TransformSelect,0.01,0,libBOSSVeloxEngine.so,"duckdb::Transformer::TransformSelect(duckdb_libpgquery::PGSelectStmt&, bool)",transform_select.cpp,0x4d68520
duckdb::Transformer::TransformResTarget,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformResTarget(duckdb_libpgquery::PGResTarget&),transform_expression.cpp,0x540b4b0
duckdb::Transformer::TransformParseTree,0.01,0,libBOSSVeloxEngine.so,"duckdb::Transformer::TransformParseTree(duckdb_libpgquery::PGList*, duckdb::vector<duckdb::unique_ptr<duckdb::SQLStatement, std::default_delete<duckdb::SQLStatement>, (bool)1>, (bool)1>&)",transformer.cpp,0x4761ee0
duckdb::Transformer::TransformExpressionList,0.01,0,libBOSSVeloxEngine.so,"duckdb::Transformer::TransformExpressionList(duckdb_libpgquery::PGList&, duckdb::vector<duckdb::unique_ptr<duckdb::ParsedExpression, std::default_delete<duckdb::ParsedExpression>, (bool)1>, (bool)1>&)",transform_expression.cpp,0x540e040
duckdb::Transformer::TransformExpression,0.01,0,libBOSSVeloxEngine.so,duckdb::Transformer::TransformExpression(duckdb_libpgquery::PGNode&),transform_expression.cpp,0x540b8a0
duckdb::Parser::ParseQuery,0.01,0,libBOSSVeloxEngine.so,"duckdb::Parser::ParseQuery(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)",parser.cpp,0x4761540
duckdb::Parser::ParseExpressionList,0.01,0,libBOSSVeloxEngine.so,"duckdb::Parser::ParseExpressionList(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, duckdb::ParserOptions)",parser.cpp,0x4763c00
duckdb::DefaultTypeGenerator::GetDefaultType,0.01,0.01,libBOSSVeloxEngine.so,"duckdb::DefaultTypeGenerator::GetDefaultType(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)",default_types.cpp,0x50d9850
DeallocateSubprogramsList,0.108,0.108,libpindwarf.so,DeallocateSubprogramsList,[Unknown],0x3c50
BOSSEvaluate,25.0615,0,libBOSS.so,BOSSEvaluate,BOSS.cpp,0x48310
"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#6}::operator()",0.0520392,0.0520392,libBOSSWisentDeserialiserEngine.so,"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#6}::operator()(void) const",Serialization.hpp,0x61760
"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#4}::operator()",0.136002,0.136002,libBOSSWisentDeserialiserEngine.so,"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#4}::operator()(void) const",Serialization.hpp,0x61150
"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#3}::operator()",0.0922017,0.0922017,libBOSSWisentDeserialiserEngine.so,"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const::{lambda()#3}::operator()(void) const",Serialization.hpp,0x60e40
"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11]",0.234127,0.0179394,libBOSSWisentDeserialiserEngine.so,"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAsSpan[abi:cxx11](void) const",Serialization.hpp,0x439c0
"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAs",0.0989202,0.0870335,libBOSSWisentDeserialiserEngine.so,"boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression::getCurrentExpressionAs(PortableBOSSArgumentType) const",Serialization.hpp,0x51cf0
boss::evaluate,25.0615,0,libBOSS.so,boss::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSS.cpp,0x4a980
boss::engines::WisentDeserialiser::getStringBounds,0.0699879,0.0699879,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::getStringBounds(std::vector<unsigned long, std::allocator<unsigned long>> const&, PortableBOSSRootExpression*, unsigned long)",BOSSWisentDeserialiserEngine.cpp,0x3b5e0
boss::engines::WisentDeserialiser::getArgAndTypeBounds,0.411495,0.411495,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::getArgAndTypeBounds(std::vector<unsigned long, std::allocator<unsigned long>> const&, PortableBOSSRootExpression*)",BOSSWisentDeserialiserEngine.cpp,0x3ac50
boss::engines::WisentDeserialiser::Engine::resetRoot,0.510941,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::resetRoot(PortableBOSSRootExpression*&, boss::expressions::atoms::Span<signed char>&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::vector<long, std::allocator<long>>&, BOSSExpression* (*&)(BOSSExpression*))",BOSSWisentDeserialiserEngine.cpp,0x3c300
boss::engines::WisentDeserialiser::Engine::loadBoundsIntoSpan,21.2796,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::loadBoundsIntoSpan(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, std::vector<long, std::allocator<long>>&, BOSSExpression* (*&)(BOSSExpression*))",BOSSWisentDeserialiserEngine.cpp,0x3c0c0
boss::engines::WisentDeserialiser::Engine::lazyGather,22.3947,0.00399806,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::lazyGather(boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, PortableBOSSRootExpression*&, boss::expressions::atoms::Span<signed char>&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, std::vector<boss::expressions::atoms::Symbol, std::allocator<boss::expressions::atoms::Symbol>> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, BOSSExpression* (*&)(BOSSExpression*), bool)",BOSSWisentDeserialiserEngine.cpp,0x3eac0
boss::engines::WisentDeserialiser::Engine::getSpanFromIndices,12.3485,0.207275,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpanFromIndices(boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, PortableBOSSRootExpression*&, boss::expressions::atoms::Span<signed char>&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&, BOSSExpression* (*&)(BOSSExpression*), bool)",BOSSWisentDeserialiserEngine.cpp,0x3dcc0
"boss::engines::WisentDeserialiser::Engine::getSpan<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>",0.199175,0.148124,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>(signed char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const&) const",BOSSWisentDeserialiserEngine.hpp,0x5b6f0
"boss::engines::WisentDeserialiser::Engine::getSpan<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>",0.199175,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)",BOSSWisentDeserialiserEngine.hpp,0x4d9e0
"boss::engines::WisentDeserialiser::Engine::getSpan<long>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(long const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>",0.0664534,0.0300121,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<long>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(long const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>(signed char, long const&) const",BOSSWisentDeserialiserEngine.hpp,0x59c10
boss::engines::WisentDeserialiser::Engine::getSpan<long>,0.0664534,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<long>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)",BOSSWisentDeserialiserEngine.hpp,0x4d530
"boss::engines::WisentDeserialiser::Engine::getSpan<int>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(int const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>",0.00803532,0.00803532,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<int>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(int const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>(signed char, int const&) const",BOSSWisentDeserialiserEngine.hpp,0x59110
boss::engines::WisentDeserialiser::Engine::getSpan<int>,0.00803532,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<int>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)",BOSSWisentDeserialiserEngine.hpp,0x4d3a0
"boss::engines::WisentDeserialiser::Engine::getSpan<double>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(double const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>",0.123472,0.0588963,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<double>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)::{lambda(double const&)#1}::operator()<std::variant<boss::expressions::atoms::Span<bool>, boss::expressions::atoms::Span<signed char>, boss::expressions::atoms::Span<int>, boss::expressions::atoms::Span<long>, boss::expressions::atoms::Span<float>, boss::expressions::atoms::Span<double>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol>, boss::expressions::atoms::Span<bool const>, boss::expressions::atoms::Span<signed char const>, boss::expressions::atoms::Span<int const>, boss::expressions::atoms::Span<long const>, boss::expressions::atoms::Span<float const>, boss::expressions::atoms::Span<double const>, boss::expressions::atoms::Span<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>> const>, boss::expressions::atoms::Span<boss::expressions::atoms::Symbol const>>>(signed char, double const&) const",BOSSWisentDeserialiserEngine.hpp,0x5abb0
boss::engines::WisentDeserialiser::Engine::getSpan<double>,0.131458,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::Engine::getSpan<double>(PortableBOSSArgumentType, boss::serialization::SerializedExpression<(void* (*)(unsigned long))0, (void* (*)(void*, unsigned long))0, (void (*)(void*))0>::LazilyDeserializedExpression&, boss::expressions::generic::ExpressionSpanArgumentsWithAdditionalCustomAtoms<> const&, unsigned long&, unsigned long)",BOSSWisentDeserialiserEngine.hpp,0x4d850
boss::engines::WisentDeserialiser::Engine::evaluate,22.9056,0,libBOSSWisentDeserialiserEngine.so,boss::engines::WisentDeserialiser::Engine::evaluate(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&),BOSSWisentDeserialiserEngine.cpp,0x40090
boss::engines::WisentDeserialiser::applyEngine,21.2796,0,libBOSSWisentDeserialiserEngine.so,"boss::engines::WisentDeserialiser::applyEngine(boss::expressions::generic::ExpressionWithAdditionalCustomAtoms<>&&, BOSSExpression* (*)(BOSSExpression*))",BOSSWisentDeserialiserEngine.cpp,0x374e0
boss::engines::velox::veloxRunQueryParallel,0.267978,0,libBOSSVeloxEngine.so,"boss::engines::velox::veloxRunQueryParallel(facebook::velox::exec::test::CursorParameters const&, std::unique_ptr<facebook::velox::exec::test::TaskCursor, std::default_delete<facebook::velox::exec::test::TaskCursor>>&, std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, unsigned long>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>, unsigned long>>> const&)",BridgeVelox.cpp,0x1dd47a0
boss::engines::velox::myReadCursor,0.267978,0,libBOSSVeloxEngine.so,"boss::engines::velox::myReadCursor(facebook::velox::exec::test::CursorParameters const&, std::unique_ptr<facebook::velox::exec::test::TaskCursor, std::default_delete<facebook::velox::exec::test::TaskCursor>>&, std::function<void (facebook::velox::exec::Task*)>)",BridgeVelox.cpp,0x1dd4630
boss::engines::velox::getColumns,0.0159687,0.0159687,libBOSSVeloxEngine.so,"boss::engines::velox::getColumns(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&, facebook::velox::memory::MemoryPool*)",BOSSVeloxEngine.cpp,0x1da0300
boss::engines::velox::Engine::evaluate(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)::$_20::operator()<boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>>,0.374347,0,libBOSSVeloxEngine.so,"boss::engines::velox::Engine::evaluate(boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&)::$_20::operator()<boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>>(signed char, boss::expressions::generic::ComplexExpressionWithAdditionalCustomAtoms<std::tuple<>>&&) const",BOSSVeloxEngine.cpp,0x1da7560
